SRR5860594,Spoink,0.67,0.03
Sample,TE,All_reads,HQ_reads
SRR5860595,Dyak_achaete_scute_complex_protein_T3,1.14,1.13
SRR5860595,Dyak_alcohol_dehydrogenase,1.40,1.19
SRR5860595,Dyakprotein_yellow,0.60,0.60
SRR5860595,PPI251,0.00,0.00
SRR5860595,Shellder,0.24,0.00
SRR5860595,Spoink,0.43,0.02
Sample,TE,All_reads,HQ_reads
SRR5860596,Dyak_achaete_scute_complex_protein_T3,0.76,0.75
SRR5860596,Dyak_alcohol_dehydrogenase,1.23,0.97
SRR5860596,Dyakprotein_yellow,0.77,0.76
SRR5860596,PPI251,0.00,0.00
SRR5860596,Shellder,0.15,0.00
SRR5860596,Spoink,0.80,0.04
Sample,TE,All_reads,HQ_reads
SRR5860597,Dyak_achaete_scute_complex_protein_T3,0.74,0.73
SRR5860597,Dyak_alcohol_dehydrogenase,1.29,1.10
SRR5860597,Dyakprotein_yellow,0.71,0.70
SRR5860597,PPI251,0.00,0.00
SRR5860597,Shellder,0.15,0.00
SRR5860597,Spoink,0.77,0.04
Sample,TE,All_reads,HQ_reads
SRR5860598,Dyak_achaete_scute_complex_protein_T3,0.97,0.96
SRR5860598,Dyak_alcohol_dehydrogenase,1.23,1.07
SRR5860598,Dyakprotein_yellow,0.77,0.76
SRR5860598,PPI251,0.00,0.00
SRR5860598,Shellder,0.19,0.00
SRR5860598,Spoink,0.52,0.02
Sample,TE,All_reads,HQ_reads
SRR5860599,Dyak_achaete_scute_complex_protein_T3,0.97,0.96
SRR5860599,Dyak_alcohol_dehydrogenase,1.30,1.16
SRR5860599,Dyakprotein_yellow,0.70,0.69
SRR5860599,PPI251,0.00,0.00
SRR5860599,Shellder,0.16,0.00
SRR5860599,Spoink,0.53,0.03
Sample,TE,All_reads,HQ_reads
SRR5860600,Dyak_achaete_scute_complex_protein_T3,1.04,1.02
SRR5860600,Dyak_alcohol_dehydrogenase,1.26,1.11
SRR5860600,Dyakprotein_yellow,0.74,0.73
SRR5860600,PPI251,0.00,0.00
SRR5860600,Shellder,0.22,0.00
SRR5860600,Spoink,0.61,0.04
Sample,TE,All_reads,HQ_reads
SRR5860601,Dyak_achaete_scute_complex_protein_T3,0.64,0.63
SRR5860601,Dyak_alcohol_dehydrogenase,1.17,0.96
SRR5860601,Dyakprotein_yellow,0.83,0.82
SRR5860601,PPI251,0.00,0.00
SRR5860601,Shellder,0.14,0.00
SRR5860601,Spoink,0.87,0.03
Sample,TE,All_reads,HQ_reads
SRR5860602,Dyak_achaete_scute_complex_protein_T3,0.86,0.85
SRR5860602,Dyak_alcohol_dehydrogenase,1.26,1.10
SRR5860602,Dyakprotein_yellow,0.74,0.74
SRR5860602,PPI251,0.00,0.00
SRR5860602,Shellder,0.16,0.00
SRR5860602,Spoink,0.65,0.02
Sample,TE,All_reads,HQ_reads
SRR5860603,Dyak_achaete_scute_complex_protein_T3,0.85,0.83
SRR5860603,Dyak_alcohol_dehydrogenase,1.13,0.94
SRR5860603,Dyakprotein_yellow,0.87,0.86
SRR5860603,PPI251,0.00,0.00
SRR5860603,Shellder,0.17,0.00
SRR5860603,Spoink,0.53,0.02
Sample,TE,All_reads,HQ_reads
SRR5860604,Dyak_achaete_scute_complex_protein_T3,0.88,0.87
SRR5860604,Dyak_alcohol_dehydrogenase,1.21,0.98
SRR5860604,Dyakprotein_yellow,0.79,0.78
SRR5860604,PPI251,0.00,0.00
SRR5860604,Shellder,0.20,0.00
SRR5860604,Spoink,0.88,0.03
Sample,TE,All_reads,HQ_reads
SRR5860646,Dyak_achaete_scute_complex_protein_T3,0.78,0.76
SRR5860646,Dyak_alcohol_dehydrogenase,1.14,0.91
SRR5860646,Dyakprotein_yellow,0.86,0.84
SRR5860646,PPI251,0.00,0.00
SRR5860646,Shellder,0.14,0.00
SRR5860646,Spoink,0.78,0.02
Sample,TE,All_reads,HQ_reads
SRR5860647,Dyak_achaete_scute_complex_protein_T3,0.86,0.85
SRR5860647,Dyak_alcohol_dehydrogenase,1.29,1.09
SRR5860647,Dyakprotein_yellow,0.71,0.70
SRR5860647,PPI251,0.00,0.00
SRR5860647,Shellder,0.18,0.00
SRR5860647,Spoink,0.77,0.03
Sample,TE,All_reads,HQ_reads
SRR5860648,Dyak_achaete_scute_complex_protein_T3,0.93,0.92
SRR5860648,Dyak_alcohol_dehydrogenase,1.28,1.05
SRR5860648,Dyakprotein_yellow,0.72,0.71
SRR5860648,PPI251,0.00,0.00
SRR5860648,Shellder,0.13,0.00
SRR5860648,Spoink,0.63,0.02
Sample,TE,All_reads,HQ_reads
SRR5860649,Dyak_achaete_scute_complex_protein_T3,0.79,0.78
SRR5860649,Dyak_alcohol_dehydrogenase,1.25,1.04
SRR5860649,Dyakprotein_yellow,0.75,0.74
SRR5860649,PPI251,0.00,0.00
SRR5860649,Shellder,0.19,0.00
SRR5860649,Spoink,0.75,0.02
Sample,TE,All_reads,HQ_reads
SRR5860650,Dyak_achaete_scute_complex_protein_T3,0.86,0.84
SRR5860650,Dyak_alcohol_dehydrogenase,1.29,1.02
SRR5860650,Dyakprotein_yellow,0.71,0.70
SRR5860650,PPI251,0.00,0.00
SRR5860650,Shellder,0.15,0.00
SRR5860650,Spoink,0.66,0.02
Sample,TE,All_reads,HQ_reads
SRR5860651,Dyak_achaete_scute_complex_protein_T3,0.84,0.82
SRR5860651,Dyak_alcohol_dehydrogenase,1.21,0.99
SRR5860651,Dyakprotein_yellow,0.78,0.77
SRR5860651,PPI251,0.00,0.00
SRR5860651,Shellder,0.18,0.00
SRR5860651,Spoink,0.87,0.04
Sample,TE,All_reads,HQ_reads
SRR5860652,Dyak_achaete_scute_complex_protein_T3,0.79,0.79
SRR5860652,Dyak_alcohol_dehydrogenase,1.25,1.04
SRR5860652,Dyakprotein_yellow,0.75,0.75
SRR5860652,PPI251,0.00,0.00
SRR5860652,Shellder,0.16,0.00
SRR5860652,Spoink,0.78,0.03
Sample,TE,All_reads,HQ_reads
SRR5860653,Dyak_achaete_scute_complex_protein_T3,0.81,0.79
SRR5860653,Dyak_alcohol_dehydrogenase,1.29,1.11
SRR5860653,Dyakprotein_yellow,0.71,0.70
SRR5860653,PPI251,0.00,0.00
SRR5860653,Shellder,0.18,0.00
SRR5860653,Spoink,0.63,0.03
Sample,TE,All_reads,HQ_reads
SRR5860654,Dyak_achaete_scute_complex_protein_T3,0.99,0.98
SRR5860654,Dyak_alcohol_dehydrogenase,1.39,1.15
SRR5860654,Dyakprotein_yellow,0.61,0.61
SRR5860654,PPI251,0.00,0.00
SRR5860654,Shellder,0.19,0.00
SRR5860654,Spoink,0.47,0.02
Sample,TE,All_reads,HQ_reads
SRR5860655,Dyak_achaete_scute_complex_protein_T3,0.90,0.88
SRR5860655,Dyak_alcohol_dehydrogenase,1.28,1.06
SRR5860655,Dyakprotein_yellow,0.71,0.71
SRR5860655,PPI251,0.00,0.00
SRR5860655,Shellder,0.18,0.00
SRR5860655,Spoink,0.63,0.02
